Window,Holding_End,GMV_VaR,GMV_Return,GMV_Violation,MV_VaR,MV_Return,MV_Violation,EW_VaR,EW_Return,EW_Violation,Active_VaR,Active_Return,Active_Violation
32,2017-09-11,0.036952080984613514,0.06844735240748046,False,0.0,2.9440038133897755,False,0.03591973910696679,0.06844735240748046,False,0.03645040808496542,0.06361965710509598,False
33,2017-12-11,0.04101444034776209,0.06294499481126103,False,0.0,-0.5638020085980384,True,0.04148784518093774,0.06294499481126103,False,0.039359586582548345,0.054682721401919654,False
34,2018-03-14,0.05948895668058953,0.0019689728686285157,False,0.0,-0.3128075677647675,True,0.06100469880725074,0.0019689728686285157,False,0.059689721520360346,0.00615957318611815,False
35,2018-06-14,0.10241643807784745,0.03943030596763997,False,0.0,1.0355454729837006,False,0.10088760269912517,0.03943030596763997,False,0.0997855905766466,0.043349937930654336,False
36,2018-09-14,0.1092547789942653,0.07459409764019709,False,0.0,0.6067582588471112,False,0.11306426692162132,0.07459409764019709,False,0.10855344263381804,0.06179535264492508,False
37,2018-12-19,0.07885854695874625,-0.04684281797048884,False,0.0,-0.596458976913522,True,0.07906678274756204,-0.04684281797048884,False,0.0755239507462244,-0.04769047452288977,False
38,2019-03-20,0.1575312079424204,0.023835369764717784,False,0.0,0.736306716427463,False,0.16019988561770374,0.023835369764717784,False,0.1566537728638016,0.021429789069614458,False
39,2019-06-25,0.17875418216894004,0.03705404370572252,False,0.0,-0.055280435207669454,True,0.17613224500980015,0.03705404370572252,False,0.1708502598058899,0.0347436042349345,False
40,2019-09-26,0.11284911949083758,-0.011059669134061756,False,0.0,-0.3935473816543228,True,0.11951497019908874,-0.011059669134061756,False,0.10714364511424844,-0.009694370519319429,False
41,2020-01-01,0.1699688078895677,0.06233754207335385,False,0.0,-0.5041959252463626,True,0.17221330818974656,0.06233754207335385,False,0.15406138561761754,0.050893075449144565,False
42,2020-04-01,0.15075517612940584,-0.3293373130684939,True,0.0,3.2657866959287105,False,0.15379543286958758,-0.3293373130684939,True,0.14527929311383822,-0.31343887502195944,True
43,2020-07-07,0.465434542075656,0.35497142350004096,False,0.0,-0.8558982663364586,True,0.4585177382062964,0.35497142350004096,False,0.4399072855010186,0.3368784474915525,False
44,2020-10-05,0.20441364434511244,0.15865659274804855,False,0.11071218201838015,-0.1498422549453402,True,0.4154736691708417,0.13407265052958928,False,0.39596883008322503,0.1545452623262824,False
45,2021-01-05,0.08274052094675378,0.2681590269796921,False,0.0,-0.5551736248542447,True,0.07745316781812396,0.2681590269796921,False,0.08273064566171971,0.2586552347322759,False
46,2021-04-08,0.025141395871875957,0.13600236813582534,False,0.0,2.822351812328648,False,0.023228809213921384,0.13600236813582534,False,0.03709257471569351,0.10397704610044634,False
47,2021-07-09,0.03644136526212763,0.0913334104343475,False,0.0,0.23293283697369183,False,0.03848241536963611,0.0913334104343475,False,0.060398831577523814,0.07273706146850856,False
48,2021-10-11,0.0917077749414872,0.1396276364071649,False,0.0,-0.4691276383799359,True,0.09515318021968978,0.1396276364071649,False,0.10708784757080816,0.14085401837811906,False
49,2022-01-11,0.03899924611399412,0.01257631650104929,False,0.0,0.38163079785789966,False,0.04362669530885397,0.01257631650104929,False,0.046822612198496094,0.0044213062539577574,False
50,2022-04-13,0.08489820466742089,-0.003703493048153539,False,0.0,-0.7136362302647746,True,0.08519816085630233,-0.003703493048153539,False,0.09361779913863484,-0.008687321500505218,False
51,2022-07-14,0.1948410043899875,-0.08915455775020464,False,0.37947415168356835,-0.2970712901668193,False,0.21045947080434194,-0.08915455775020464,False,0.20158979945230338,-0.08574827793553752,False
52,2022-10-17,0.2569769853430007,0.09606165735520267,False,0.0,-0.16251728352159223,True,0.2571313708793374,0.09606165735520267,False,0.2547513111924084,0.09974666026232692,False
